"BATHRM","HF_BATHRM","AC","BEDRM","AYB","EYB","QUALIFIED","GBA","STRUCT","CNDTN","ROOF","FIREPLACES","WARD","PRICE_TRANS","GRADE_MEDIAN_PRICE"
6,1,"Y",6,1985,2005,"Q",2666,"Expensive","Good","Cheap",2,"Ward 2",1264.91106406735,1140.18
3,1,"Y",4,1986,2005,"Q",1748,"Expensive","Good","Cheap",2,"Ward 2",1206.23380818148,1140.18
3,0,"Y",4,1939,1991,"Q",1368,"Expensive","Good","Cheap",0,"Ward 3",958.592718520227,1140.18
4,1,"Y",4,1951,1972,"Q",1643,"Expensive","Good","Cheap",1,"Ward 3",966.692815738278,782.62
4,1,"Y",6,1929,1972,"Q",2963,"Expensive","Good","Cheap",1,"Ward 3",1174.73401244707,1067.71
3,2,"Y",4,1979,2002,"Q",3052,"Expensive","Good","Cheap",2,"Ward 3",1260.95202129185,1140.18
2,1,"Y",3,1952,1978,"Q",1686,"Expensive","Good","Cheap",1,"Ward 3",1093.16055545377,1067.71
3,1,"Y",4,1978,1996,"U",2094,"Expensive","Bad","Cheap",2,"Ward 3",894.427190999916,1140.18
4,1,"Y",5,2000,2008,"Q",3800,"Expensive","Good","Cheap",1,"Ward 3",1252.99640861417,1140.18
2,1,"Y",3,1925,1969,"Q",1660,"Expensive","Good","Expensive",1,"Ward 2",1113.552872566,950.53
3,1,"Y",4,1981,1995,"Q",2256,"Expensive","Good","Cheap",1,"Ward 2",1172.60393995586,1067.71
3,1,"Y",3,1981,1995,"Q",2256,"Expensive","Good","Cheap",2,"Ward 2",1151.08644332213,1067.71
4,1,"Y",4,1930,1987,"Q",1989,"Expensive","Good","Expensive",1,"Ward 3",1205.09335737942,1067.71
4,1,"Y",5,1931,1970,"Q",2866,"Expensive","Bad","Expensive",1,"Ward 3",1224.74487139159,1140.18
3,2,"Y",3,1931,1978,"Q",2720,"Expensive","Good","Expensive",1,"Ward 3",1183.21595661992,1140.18
3,1,"Y",4,1936,1987,"Q",1991,"Expensive","Good","Cheap",3,"Ward 3",1189.53772533703,1067.71
3,1,"Y",4,1939,1972,"Q",1764,"Expensive","Good","Expensive",2,"Ward 3",1074.70926301023,1067.71
2,1,"Y",4,1940,1963,"Q",2354,"Expensive","Bad","Cheap",2,"Ward 3",1046.42247682282,1067.71
2,1,"Y",4,1915,1969,"Q",1625,"Expensive","Good","Cheap",1,"Ward 3",924.499864791769,950.53
3,1,"Y",3,1988,2000,"Q",1804,"Expensive","Good","Cheap",1,"Ward 2",1157.58369027902,1067.71
3,1,"Y",4,1932,1972,"Q",2070,"Expensive","Good","Cheap",1,"Ward 3",1044.98803820905,1067.71
3,1,"Y",3,2012,2016,"Q",1812,"Expensive","Good","Cheap",1,"Ward 3",1126.94276695846,1113.55
3,1,"Y",3,2012,2016,"Q",2116,"Expensive","Good","Cheap",1,"Ward 3",1083.97416943394,1113.55
2,1,"Y",2,2012,2016,"Q",2132,"Expensive","Good","Cheap",1,"Ward 3",1113.552872566,1113.55
2,0,"N",4,1924,1963,"Q",2513,"Expensive","Bad","Cheap",1,"Ward 3",1048.80884817015,1067.71
2,1,"Y",3,1947,1975,"Q",1240,"Expensive","Good","Cheap",2,"Ward 3",978.263768111648,1067.71
1,0,"N",3,1900,1967,"Q",1208,"Expensive","Bad","Cheap",0,"Ward 3",855.862138431184,782.62
3,1,"Y",4,1941,1963,"U",2167,"Expensive","Bad","Expensive",1,"Ward 3",1060.66017177982,1067.71
3,1,"Y",4,1984,1997,"Q",2688,"Expensive","Bad","Cheap",2,"Ward 3",1144.11537879709,1067.71
4,1,"Y",4,1941,1991,"Q",2407,"Expensive","Good","Expensive",2,"Ward 3",1264.91106406735,1140.18
2,2,"Y",3,1929,1960,"Q",2412,"Expensive","Bad","Cheap",1,"Ward 3",1004.98756211209,950.53
3,1,"Y",4,1953,1983,"Q",2324,"Expensive","Good","Expensive",1,"Ward 3",1183.21595661992,1140.18
3,1,"Y",4,1957,1985,"Q",2532,"Expensive","Good","Expensive",1,"Ward 3",1197.91485507109,1140.18
2,0,"Y",3,1939,1978,"Q",1368,"Expensive","Good","Cheap",0,"Ward 3",935.414346693485,1140.18
2,1,"Y",4,1939,1978,"Q",1368,"Expensive","Good","Cheap",0,"Ward 3",930.053761886914,1140.18
2,1,"Y",3,1939,1978,"Q",1368,"Cheap","Good","Cheap",1,"Ward 3",959.166304662544,1140.18
2,1,"Y",2,1942,1972,"Q",1600,"Expensive","Good","Cheap",1,"Ward 3",880.34084308295,1067.71
2,1,"Y",3,1939,1969,"Q",1653,"Expensive","Good","Expensive",1,"Ward 3",1035.37432844358,950.53
4,1,"Y",4,1957,1978,"Q",2874,"Expensive","Good","Cheap",2,"Ward 3",1193.73363863133,950.53
4,0,"Y",4,1964,1985,"Q",2479,"Expensive","Good","Cheap",2,"Ward 3",1151.08644332213,1067.71
2,0,"Y",3,1954,1989,"Q",1120,"Expensive","Good","Cheap",1,"Ward 3",966.953980290686,782.62
1,1,"N",3,1927,1954,"Q",1542,"Expensive","Bad","Cheap",0,"Ward 3",972.136821646007,1067.71
3,1,"Y",3,1981,1998,"Q",2626,"Expensive","Good","Cheap",3,"Ward 3",1172.60393995586,1140.18
3,1,"Y",3,1981,1998,"Q",2674,"Expensive","Good","Cheap",3,"Ward 3",1200,1140.18
3,1,"Y",3,1920,1969,"Q",1952,"Cheap","Bad","Cheap",0,"Ward 3",952.890339965728,950.53
2,1,"Y",4,1952,1975,"Q",1120,"Expensive","Good","Cheap",1,"Ward 3",880.34084308295,950.53
3,1,"Y",4,1950,1986,"Q",2204,"Expensive","Good","Expensive",2,"Ward 3",1204.15945787923,1113.55
4,1,"Y",4,2002,2009,"Q",3689,"Expensive","Bad","Cheap",1,"Ward 3",1238.95116933639,1140.18
3,0,"Y",3,1952,1970,"Q",2259,"Expensive","Bad","Cheap",3,"Ward 3",1026.29917665367,1067.71
3,1,"Y",4,1922,1982,"U",2132,"Expensive","Good","Cheap",1,"Ward 3",1151.08644332213,950.53
3,1,"Y",6,1984,1997,"Q",2550,"Expensive","Good","Cheap",2,"Ward 3",1095.44511501033,1067.71
4,0,"Y",4,1921,1972,"Q",3092,"Expensive","Bad","Cheap",1,"Ward 3",1140.17542509914,1067.71
3,0,"Y",2,1930,1969,"Q",1105,"Expensive","Good","Cheap",0,"Ward 3",924.662100445346,950.53
2,0,"Y",3,1931,1969,"Q",1864,"Expensive","Bad","Cheap",1,"Ward 3",935.414346693485,950.53
3,0,"Y",5,1933,1969,"U",2058,"Expensive","Good","Cheap",1,"Ward 3",1036.82206766639,950.53
3,1,"Y",4,1969,1986,"Q",2352,"Expensive","Good","Cheap",2,"Ward 3",1129.15897906362,950.53
4,0,"Y",4,1940,1986,"Q",1960,"Expensive","Good","Expensive",1,"Ward 3",1161.89500386223,950.53
2,1,"N",4,1939,1950,"Q",1230,"Expensive","Good","Expensive",1,"Ward 3",940.744386111339,950.53
3,1,"Y",3,1963,1996,"Q",2000,"Expensive","Good","Cheap",2,"Ward 3",1130.26545554573,1067.71
4,1,"Y",5,1937,1972,"Q",3089,"Expensive","Bad","Cheap",1,"Ward 3",1063.01458127346,1067.71
3,1,"Y",4,1948,1996,"Q",2395,"Expensive","Good","Expensive",2,"Ward 3",1178.98261225516,1113.55
3,0,"Y",4,1940,1972,"Q",1654,"Expensive","Good","Expensive",2,"Ward 3",924.662100445346,1067.71
2,1,"Y",4,1936,1986,"Q",1725,"Expensive","Good","Cheap",1,"Ward 3",1024.69507659596,950.53
2,0,"Y",2,1934,1972,"Q",1583,"Expensive","Good","Expensive",1,"Ward 3",1017.556386644,1067.71
4,1,"Y",4,1973,2002,"Q",2812,"Expensive","Good","Expensive",3,"Ward 3",1193.73363863133,1113.55
3,1,"Y",4,1940,1972,"Q",2388,"Expensive","Good","Expensive",1,"Ward 3",1228.82057274445,1067.71
3,0,"Y",3,1940,1978,"Q",1620,"Expensive","Good","Cheap",1,"Ward 3",1090.41276588272,1140.18
2,1,"Y",4,1938,1963,"Q",3055,"Expensive","Bad","Expensive",2,"Ward 3",1172.60393995586,1067.71
3,1,"Y",3,1989,2000,"Q",2628,"Expensive","Good","Cheap",2,"Ward 2",1206.23380818148,1067.71
3,1,"Y",5,1925,1972,"Q",1968,"Expensive","Good","Cheap",2,"Ward 2",1129.15897906362,1067.71
3,1,"Y",3,1989,2000,"Q",2036,"Expensive","Good","Cheap",2,"Ward 2",1185.32695911297,1067.71
4,1,"Y",5,1974,1994,"Q",3200,"Expensive","Good","Expensive",3,"Ward 3",1214.49578014911,1140.18
3,2,"Y",4,1947,1989,"Q",2834,"Expensive","Good","Expensive",2,"Ward 3",1204.15945787923,1140.18
4,0,"Y",3,1939,1978,"Q",1697,"Expensive","Bad","Expensive",1,"Ward 3",1118.03398874989,1140.18
3,1,"Y",5,1920,1972,"Q",2123,"Expensive","Good","Cheap",1,"Ward 3",1051.18980208143,1067.71
3,1,"Y",4,1920,1972,"Q",1804,"Expensive","Good","Cheap",1,"Ward 3",1086.27804912002,1067.71
3,1,"Y",5,1928,1984,"Q",2069,"Expensive","Good","Expensive",1,"Ward 3",1071.44761887831,1067.71
3,0,"Y",4,1930,1972,"Q",1564,"Expensive","Good","Expensive",1,"Ward 3",971.59662411929,1067.71
2,1,"Y",3,1930,1972,"Q",1564,"Expensive","Good","Cheap",1,"Ward 3",953.939201416946,1067.71
4,1,"Y",5,2000,2011,"Q",3737,"Expensive","Good","Cheap",1,"Ward 3",1268.85775404495,1067.71
4,1,"Y",6,1985,1997,"Q",2928,"Expensive","Good","Cheap",2,"Ward 3",1176.86022959398,950.53
3,1,"Y",4,1986,1997,"Q",2914,"Expensive","Good","Cheap",1,"Ward 3",1140.17542509914,950.53
3,1,"Y",4,1986,1997,"Q",2944,"Expensive","Good","Cheap",2,"Ward 3",1212.43556529821,950.53
3,1,"Y",4,1985,1998,"Q",2944,"Expensive","Good","Cheap",2,"Ward 3",1174.73401244707,1067.71
2,2,"Y",3,1969,1988,"Q",2352,"Expensive","Good","Cheap",1,"Ward 3",1071.91417566893,1067.71
3,1,"Y",4,1927,1972,"Q",1555,"Expensive","Good","Cheap",0,"Ward 3",1095.44511501033,1067.71
1,1,"Y",4,1948,1975,"Q",1403,"Expensive","Good","Cheap",1,"Ward 3",950.789145920377,1067.71
3,1,"Y",4,1923,1969,"Q",2218,"Expensive","Bad","Cheap",2,"Ward 3",1118.03398874989,950.53
3,0,"Y",4,1931,1972,"Q",1653,"Expensive","Bad","Cheap",1,"Ward 3",932.737905308882,1067.71
1,2,"Y",3,1939,1972,"U",1866,"Expensive","Good","Cheap",1,"Ward 3",1036.82206766639,1067.71
4,1,"Y",6,1986,1998,"Q",3468,"Expensive","Good","Cheap",2,"Ward 3",1286.46803302686,1067.71
3,1,"Y",5,1935,1987,"Q",2988,"Expensive","Good","Expensive",1,"Ward 3",1244.98995979887,1067.71
4,1,"Y",4,1942,1978,"Q",2447,"Expensive","Bad","Expensive",2,"Ward 3",1095.44511501033,1140.18
2,1,"Y",3,1957,1981,"Q",1350,"Expensive","Good","Cheap",2,"Ward 3",945.78010129205,1067.71
3,1,"Y",5,1938,1970,"Q",1975,"Expensive","Good","Expensive",2,"Ward 3",1002.99551344959,1067.71
3,1,"Y",3,1965,1986,"Q",2052,"Expensive","Good","Expensive",2,"Ward 3",1118.03398874989,1067.71
3,1,"Y",4,1964,1985,"Q",2770,"Expensive","Good","Cheap",2,"Ward 3",1135.78166916005,1067.71
3,1,"Y",6,1938,1970,"Q",3307,"Expensive","Bad","Expensive",2,"Ward 3",1256.98050899765,1140.18
3,0,"Y",4,1941,1978,"Q",1608,"Expensive","Good","Expensive",2,"Ward 3",1137.9806676741,1140.18
2,2,"Y",4,1938,1978,"Q",2398,"Expensive","Good","Expensive",2,"Ward 3",1224.74487139159,1140.18
3,1,"Y",5,1989,2005,"Q",2520,"Expensive","Good","Cheap",2,"Ward 2",1264.51571757729,1067.71
3,1,"Y",4,1934,1972,"Q",1840,"Expensive","Good","Cheap",1,"Ward 3",1129.15897906362,1067.71
3,0,"Y",3,1940,1954,"U",1965,"Expensive","Bad","Cheap",1,"Ward 3",878.635305459552,1067.71
4,0,"Y",5,1938,1978,"Q",2446,"Expensive","Bad","Expensive",3,"Ward 3",1216.55250605964,1140.18
3,1,"Y",5,1936,1991,"Q",3379,"Expensive","Good","Expensive",3,"Ward 3",1224.74487139159,1140.18
3,1,"Y",3,1987,1999,"Q",1968,"Expensive","Good","Cheap",2,"Ward 2",1161.89500386223,1067.71
3,1,"Y",3,1987,1999,"Q",2036,"Expensive","Good","Cheap",2,"Ward 2",1244.98995979887,1067.71
3,1,"Y",5,1988,2000,"Q",2520,"Expensive","Good","Cheap",2,"Ward 2",1256.98050899765,1067.71
2,2,"Y",3,1948,1975,"Q",1440,"Expensive","Bad","Expensive",1,"Ward 3",915.494401949023,1067.71
3,1,"Y",3,1946,1979,"Q",1824,"Expensive","Good","Cheap",1,"Ward 3",1036.82206766639,1140.18
3,1,"Y",4,1987,1998,"Q",4291,"Expensive","Good","Cheap",2,"Ward 3",1196.24412224261,950.53
3,2,"Y",4,1986,1997,"Q",4070,"Expensive","Good","Cheap",2,"Ward 3",1258.96783120142,950.53
3,1,"Y",4,1933,1978,"Q",2776,"Expensive","Good","Expensive",2,"Ward 3",1264.91106406735,1140.18
2,0,"Y",3,1920,1972,"Q",1628,"Expensive","Good","Cheap",0,"Ward 3",1060.66017177982,1067.71
3,1,"Y",5,2003,2010,"Q",2734,"Expensive","Good","Cheap",1,"Ward 3",1229.22739962954,1140.18
2,1,"Y",3,1923,1969,"Q",1520,"Expensive","Bad","Cheap",1,"Ward 3",972.265395866787,950.53
2,0,"Y",4,1931,1972,"Q",1484,"Expensive","Good","Cheap",1,"Ward 3",953.939201416946,1067.71
4,0,"Y",4,1931,1972,"Q",2326,"Expensive","Good","Cheap",1,"Ward 3",1118.03398874989,1067.71
2,0,"Y",4,1937,1963,"Q",1422,"Expensive","Bad","Cheap",1,"Ward 3",957.601169589929,1067.71
3,0,"Y",4,1932,1972,"Q",1462,"Expensive","Good","Cheap",1,"Ward 3",961.769203083567,1067.71
3,0,"Y",4,1973,1989,"Q",1595,"Expensive","Bad","Cheap",1,"Ward 3",938.083151964686,950.53
4,0,"Y",6,1960,1991,"Q",3688,"Expensive","Good","Expensive",3,"Ward 3",1244.98995979887,1113.55
3,1,"Y",4,1956,1980,"Q",2057,"Expensive","Good","Expensive",3,"Ward 3",1157.58369027902,1067.71
2,0,"Y",3,1943,1972,"Q",1196,"Expensive","Good","Cheap",1,"Ward 3",1009.03766034772,1067.71
3,1,"Y",4,1978,1996,"Q",1840,"Expensive","Good","Cheap",2,"Ward 3",1024.20701032555,1140.18
1,1,"Y",2,1938,1957,"Q",900,"Expensive","Good","Cheap",1,"Ward 3",836.660026534076,782.62
2,0,"Y",3,1925,1960,"Q",1975,"Expensive","Bad","Cheap",1,"Ward 3",1000,950.53
4,0,"Y",5,1957,1993,"Q",2604,"Expensive","Good","Expensive",2,"Ward 3",1264.51571757729,1067.71
3,0,"Y",3,1966,1984,"Q",2470,"Expensive","Good","Cheap",2,"Ward 3",1000,1067.71
2,1,"Y",4,1937,1957,"Q",1331,"Expensive","Bad","Cheap",1,"Ward 3",902.773504263389,782.62
2,1,"Y",3,1977,2001,"Q",3028,"Expensive","Good","Cheap",1,"Ward 3",1161.89500386223,1067.71
2,1,"Y",3,1971,1998,"Q",1950,"Expensive","Good","Cheap",1,"Ward 3",1074.70926301023,950.53
4,1,"Y",5,1936,1972,"Q",3057,"Expensive","Good","Expensive",1,"Ward 3",1171.11058401844,1067.71
3,1,"Y",4,1935,1978,"Q",1746,"Expensive","Good","Expensive",2,"Ward 3",1148.91252930761,1140.18
3,2,"Y",4,1934,1978,"U",2324,"Expensive","Good","Expensive",1,"Ward 3",1155.42200082913,1140.18
2,2,"Y",4,1936,1978,"Q",1754,"Expensive","Good","Expensive",1,"Ward 3",1031.98837202751,1140.18
3,1,"Y",3,1936,1969,"Q",1933,"Expensive","Good","Expensive",2,"Ward 3",1133.57840487546,950.53
1,1,"Y",2,1934,1972,"Q",1237,"Expensive","Bad","Cheap",1,"Ward 3",908.295106229247,1067.71
2,1,"Y",3,1957,1974,"Q",1742,"Expensive","Bad","Cheap",2,"Ward 3",1095.44511501033,1067.71
2,0,"Y",4,1945,1971,"Q",2130,"Expensive","Good","Cheap",0,"Ward 3",948.683298050514,950.53
2,0,"Y",3,1942,1972,"Q",1196,"Expensive","Good","Cheap",1,"Ward 3",880.34084308295,1067.71
4,1,"Y",5,1986,2003,"Q",3460,"Expensive","Bad","Expensive",3,"Ward 3",1298.07549857472,1140.18
3,0,"Y",3,1959,1973,"Q",1901,"Expensive","Bad","Expensive",2,"Ward 3",1088.57705285386,1067.71
4,1,"Y",5,1941,1970,"Q",2609,"Expensive","Good","Expensive",1,"Ward 3",1193.73363863133,1140.18
3,1,"Y",4,1940,1982,"Q",2693,"Expensive","Good","Expensive",2,"Ward 3",1197.91485507109,1140.18
2,2,"Y",4,1953,1983,"Q",2881,"Expensive","Good","Expensive",2,"Ward 3",1203.74415886433,1140.18
2,1,"Y",4,1952,1978,"Q",2306,"Expensive","Bad","Expensive",1,"Ward 3",1118.03398874989,1067.71
5,1,"Y",5,1995,2004,"Q",4750,"Expensive","Good","Cheap",1,"Ward 3",1274.7548783982,1067.71
4,1,"Y",5,1991,2001,"Q",3530,"Expensive","Good","Cheap",2,"Ward 3",1274.7548783982,1067.71
1,1,"N",3,1928,1963,"Q",1680,"Expensive","Bad","Cheap",1,"Ward 3",911.04335791443,1067.71
2,1,"Y",4,1923,1987,"Q",1920,"Expensive","Good","Cheap",0,"Ward 3",1024.69507659596,1067.71
3,1,"Y",4,1940,1976,"Q",2226,"Expensive","Good","Expensive",2,"Ward 3",1204.15945787923,1113.55
4,0,"Y",3,1940,1972,"Q",2637,"Expensive","Good","Expensive",2,"Ward 3",1200,1067.71
3,1,"Y",4,1940,1978,"Q",2246,"Expensive","Good","Expensive",2,"Ward 3",1284.52325786651,1140.18
3,1,"Y",4,1980,1990,"Q",2450,"Expensive","Good","Cheap",1,"Ward 3",1028.10505299799,1067.71
2,1,"Y",3,1980,1995,"Q",2610,"Expensive","Good","Cheap",1,"Ward 3",1067.23942955646,1067.71
3,1,"Y",5,1981,1995,"Q",2520,"Expensive","Good","Cheap",2,"Ward 3",1118.03398874989,1067.71
2,0,"Y",2,1939,1969,"Q",1436,"Expensive","Good","Cheap",1,"Ward 3",911.04335791443,950.53
2,0,"Y",4,1937,1960,"Q",1413,"Expensive","Bad","Cheap",1,"Ward 3",908.295106229247,950.53
2,0,"Y",3,1962,1975,"Q",1266,"Expensive","Bad","Cheap",2,"Ward 3",911.592014006266,950.53
3,1,"Y",5,1923,1967,"Q",1998,"Expensive","Good","Cheap",1,"Ward 3",1131.37084989848,782.62
2,1,"Y",3,1955,1979,"Q",1200,"Expensive","Good","Cheap",1,"Ward 3",940.744386111339,1067.71
1,1,"Y",3,1955,1979,"Q",1200,"Expensive","Good","Cheap",1,"Ward 3",922.400672159339,1067.71
2,1,"Y",3,1956,1984,"Q",1530,"Expensive","Bad","Cheap",1,"Ward 3",938.616002420585,1113.55
2,2,"Y",3,1956,1989,"Q",1550,"Expensive","Good","Expensive",2,"Ward 3",974.166310236604,1113.55
3,1,"Y",4,1960,1973,"Q",2148,"Expensive","Bad","Cheap",1,"Ward 3",1176.86022959398,950.53
4,1,"Y",4,1935,1987,"Q",2862,"Expensive","Good","Cheap",1,"Ward 3",1204.15945787923,1067.71
1,1,"Y",2,1941,1961,"Q",1576,"Expensive","Bad","Cheap",1,"Ward 3",953.939201416946,1067.71
2,2,"N",5,1928,1963,"Q",3278,"Expensive","Bad","Cheap",2,"Ward 3",1183.21595661992,1067.71
2,2,"Y",4,1933,1972,"Q",1976,"Expensive","Good","Cheap",1,"Ward 3",1133.57840487546,1067.71
3,1,"Y",4,1921,1972,"Q",1949,"Expensive","Good","Cheap",1,"Ward 3",1106.79718105893,1067.71
2,1,"Y",3,1939,1969,"U",1520,"Expensive","Bad","Expensive",1,"Ward 3",1072.38052947636,950.53
2,1,"Y",3,1933,1963,"Q",1812,"Expensive","Good","Expensive",1,"Ward 3",1019.80390271856,1067.71
2,1,"Y",3,1954,1977,"Q",1286,"Expensive","Good","Cheap",1,"Ward 3",994.484791236145,950.53
3,0,"N",4,1934,1972,"Q",1612,"Expensive","Good","Expensive",1,"Ward 3",1046.42247682282,1067.71
3,1,"Y",4,1936,1972,"Q",1775,"Expensive","Good","Expensive",1,"Ward 3",1104.53610171873,1067.71
2,2,"Y",3,1957,1978,"Q",1768,"Expensive","Bad","Cheap",2,"Ward 3",974.166310236604,950.53
3,1,"Y",3,1947,1989,"Q",2508,"Expensive","Good","Expensive",1,"Ward 3",1195.82607431014,1067.71
3,1,"Y",4,1948,1975,"Q",1976,"Expensive","Good","Cheap",1,"Ward 3",1244.58828533777,1067.71
3,1,"Y",4,1948,1973,"Q",1883,"Expensive","Good","Expensive",1,"Ward 3",1118.03398874989,950.53
2,1,"Y",3,1954,1971,"Q",1320,"Expensive","Bad","Cheap",2,"Ward 3",1095.44511501033,1067.71
3,1,"Y",5,1948,1970,"Q",2987,"Expensive","Bad","Expensive",2,"Ward 3",1072.38052947636,1067.71
3,0,"Y",5,1927,1972,"Q",1606,"Expensive","Good","Cheap",1,"Ward 3",1099.09053312273,1067.71
5,1,"Y",6,1954,1971,"Q",3527,"Expensive","Bad","Expensive",2,"Ward 3",1303.84048104053,1067.71
2,1,"Y",3,1926,1972,"Q",1303,"Expensive","Good","Cheap",0,"Ward 3",1085.81766425123,1067.71
3,1,"Y",3,1941,1987,"Q",2299,"Expensive","Good","Cheap",1,"Ward 3",1161.85196991699,1067.71
3,1,"Y",3,1939,1972,"Q",1920,"Expensive","Bad","Expensive",1,"Ward 3",1095.44511501033,1067.71
2,0,"Y",4,1961,1977,"Q",1296,"Expensive","Good","Cheap",2,"Ward 3",927.36184954957,1067.71
4,0,"Y",5,1952,1975,"Q",1688,"Expensive","Good","Cheap",1,"Ward 3",1122.49721603218,950.53
2,2,"Y",3,1959,1982,"U",2160,"Expensive","Good","Cheap",1,"Ward 3",1072.38052947636,1067.71
3,2,"Y",6,1936,1963,"Q",3253,"Expensive","Bad","Cheap",1,"Ward 3",1118.03398874989,1067.71
3,1,"Y",3,1984,2002,"Q",2020,"Expensive","Good","Cheap",1,"Ward 3",1083.97416943394,1113.55
3,1,"Y",4,1941,1969,"Q",2295,"Expensive","Good","Expensive",1,"Ward 3",1061.13147159058,950.53
1,1,"N",3,1924,1969,"Q",1490,"Expensive","Bad","Expensive",0,"Ward 3",921.954445729289,950.53
2,0,"N",5,1910,1960,"Q",1612,"Expensive","Bad","Cheap",0,"Ward 3",866.025403784439,950.53
3,1,"Y",4,1939,1986,"Q",2218,"Expensive","Good","Expensive",1,"Ward 3",1173.45643293648,950.53
2,1,"Y",3,1940,1972,"Q",2520,"Expensive","Good","Expensive",1,"Ward 3",1172.60393995586,1067.71
3,0,"Y",4,1936,1969,"Q",1293,"Expensive","Good","Expensive",1,"Ward 3",997.496867163,950.53
3,0,"Y",4,1937,1969,"Q",1550,"Expensive","Good","Cheap",1,"Ward 3",980.815986819138,950.53
3,1,"Y",3,1952,1975,"Q",2364,"Expensive","Good","Cheap",2,"Ward 3",1122.49721603218,950.53
1,1,"Y",4,1947,1960,"Q",1548,"Expensive","Good","Expensive",1,"Ward 3",932.737905308882,950.53
1,2,"Y",3,1947,1972,"Q",1444,"Expensive","Good","Expensive",1,"Ward 3",1004.98756211209,950.53
2,1,"Y",3,1947,1972,"Q",1356,"Expensive","Good","Expensive",1,"Ward 3",1055.93560409714,950.53
4,1,"Y",4,1939,1987,"Q",3183,"Expensive","Good","Expensive",2,"Ward 3",1215.52457811432,1067.71
2,1,"Y",3,1938,1969,"Q",1752,"Expensive","Good","Expensive",2,"Ward 3",1140.17542509914,950.53
3,1,"Y",3,1938,1969,"Q",1846,"Expensive","Good","Expensive",1,"Ward 3",1095.44511501033,950.53
2,2,"Y",3,1939,1969,"Q",1564,"Expensive","Good","Expensive",2,"Ward 3",1140.17542509914,950.53
1,1,"Y",2,1907,1969,"Q",1046,"Expensive","Good","Cheap",0,"Ward 3",872.066511224918,950.53
2,1,"Y",3,1939,1972,"Q",1664,"Expensive","Good","Cheap",2,"Ward 3",965.401470891774,1067.71
2,1,"Y",4,1935,1969,"Q",1532,"Expensive","Good","Expensive",1,"Ward 3",1048.80884817015,950.53
4,0,"Y",6,1960,1978,"Q",2483,"Expensive","Good","Cheap",2,"Ward 3",1106.79718105893,950.53
2,1,"Y",3,1935,1960,"Q",1805,"Expensive","Good","Expensive",1,"Ward 3",980.306074652198,950.53
2,1,"Y",3,1941,1969,"U",1370,"Expensive","Good","Expensive",1,"Ward 3",983.107318658548,950.53
4,0,"N",4,1936,1950,"Q",2712,"Cheap","Bad","Cheap",0,"Ward 3",1049.76187776086,950.53
2,1,"Y",3,1951,1966,"Q",1366,"Expensive","Bad","Cheap",1,"Ward 3",913.783344124853,950.53
3,1,"Y",3,1910,1969,"Q",1796,"Expensive","Good","Cheap",0,"Ward 3",1031.98837202751,950.53
2,1,"Y",4,1943,1972,"Q",1331,"Expensive","Good","Cheap",1,"Ward 3",1000,1067.71
2,0,"Y",3,1943,1969,"Q",1695,"Expensive","Good","Expensive",1,"Ward 3",910.494371207203,950.53
3,1,"Y",4,1962,1988,"Q",1882,"Expensive","Good","Expensive",1,"Ward 3",1131.37084989848,1140.18
2,1,"Y",3,1940,1960,"Q",1472,"Expensive","Good","Expensive",1,"Ward 3",970.566844684074,950.53
2,1,"Y",3,1949,1973,"Q",1422,"Expensive","Good","Cheap",1,"Ward 3",948.683298050514,950.53
3,1,"Y",4,1949,1973,"Q",1782,"Expensive","Good","Cheap",1,"Ward 3",1090.87121146357,950.53
3,1,"Y",5,1963,1982,"Q",2450,"Expensive","Good","Cheap",2,"Ward 3",1176.86022959398,950.53
4,0,"Y",5,1959,1973,"Q",2240,"Expensive","Good","Cheap",1,"Ward 3",1079.12001186152,950.53
3,0,"Y",3,1959,1989,"Q",1497,"Expensive","Good","Cheap",1,"Ward 3",1032.95692068934,950.53
4,0,"Y",5,1928,1967,"Q",3262,"Expensive","Good","Cheap",1,"Ward 3",1181.10118110177,782.62
2,1,"Y",4,1928,1969,"Q",1780,"Expensive","Good","Expensive",1,"Ward 3",966.953980290686,950.53
3,1,"Y",3,1979,1994,"Q",1400,"Expensive","Good","Cheap",1,"Ward 3",898.331787259028,1067.71
2,1,"Y",2,1979,1994,"Q",1400,"Expensive","Good","Cheap",1,"Ward 3",908.295106229247,1067.71
1,1,"Y",3,1927,1969,"Q",1326,"Cheap","Good","Cheap",1,"Ward 3",919.510739469638,950.53
3,1,"Y",3,1983,2002,"Q",2052,"Expensive","Good","Cheap",1,"Ward 3",1081.6653826392,1113.55
2,0,"Y",3,1936,1963,"Q",1611,"Expensive","Good","Expensive",2,"Ward 3",1049.28547116597,1067.71
3,1,"Y",5,1936,1987,"Q",2328,"Expensive","Good","Expensive",1,"Ward 3",1161.89500386223,1067.71
3,1,"Y",4,1944,1973,"Q",2109,"Expensive","Good","Cheap",2,"Ward 3",1183.21595661992,1067.71
2,0,"Y",3,1938,1986,"Q",1724,"Expensive","Good","Cheap",1,"Ward 3",1067.70782520313,950.53
3,0,"Y",3,1953,1976,"Q",1479,"Expensive","Good","Cheap",1,"Ward 3",983.869910099907,950.53
2,1,"Y",4,1956,1978,"Q",1680,"Expensive","Good","Cheap",1,"Ward 3",1018.822850156,950.53
2,1,"Y",3,1922,1972,"Q",2035,"Expensive","Good","Cheap",0,"Ward 3",1000,1067.71
